Contract ID,Agency Name,Program Name,Fiscal Year,Workplan Activity ID,Activity Type,Activity Name,Activity Category,Activity Description,Activity Instance ID,Activity Label,Service Site Id,Service Site Name,Service Site Location,School,Service Site Address,Service Site Zip,Service Site Phone,Start Date,End Date,Days of Week,Time,Lead Staff
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316547,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3621418,SILT SUMMER CAMP SESSION 1: Faces SF,5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,6/18/2019,6/20/2019,"Tu, W, Th",10:00 AM-5:00 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316547,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3621418,SILT SUMMER CAMP SESSION 1: Faces SF,5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,6/18/2019,6/20/2019,"Tu, W, Th",10:00 AM-5:00 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316547,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3621424,SILT SUMMER CAMP SESSION 2: Booker T. Washington,5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,6/25/2019,6/27/2019,"Tu, W, Th",11:00 AM-6:00 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316547,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3621424,SILT SUMMER CAMP SESSION 2: Booker T. Washington,5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,6/25/2019,6/27/2019,"Tu, W, Th",11:00 AM-6:00 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630901,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3631953,SILT SUMMER CAMP SESSION 3: BOOKER T WASHINGTON,82F39327-BD79-4DB8-9EF5-5905D4B3F867,Booker T. Washington Community Center,Non-profit's owned space (not faith-based),, 800 Presidio Ave ,113125,415-928-6596,7/9/2019,7/11/2019,"Tu, Th",10:00 AM-5:00 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630901,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3631818,SILT SUMMER CAMP SESSION 4: FACES SF,4E59F0DA-1572-4813-AA16-EE81DBABA968,FACES SF ,Non-profit's owned space (not faith-based),,100 Whitney Young Cir,113132,(415) 821-7550,7/16/2019,7/18/2019,"Tu, Th",10:00 AM-5:00 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630901,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3631939,SILT SUMMER CSMP SESSION 5: Individual Campers,B381D369-E194-447B-BE52-63B58F0247B3,Aptos Middle School Surfing 101,Public School,Aptos MS,"105 Aptos Ave, San Francisco, CA ",113133,(415) 469-4520,7/23/2019,7/25/2019,"Tu, W, Th",10:00 AM-5:00 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630901,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3631939,SILT SUMMER CSMP SESSION 5: Individual Campers,B381D369-E194-447B-BE52-63B58F0247B3,Aptos Middle School Surfing 101,Public School,Aptos MS,"105 Aptos Ave, San Francisco, CA ",113133,(415) 469-4520,7/23/2019,7/25/2019,"Tu, W, Th",10:00 AM-5:00 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316547,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3421146,SILT Summer Surf Day Camps,5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,7/10/2018,8/2/2018,"Tu, W, Th",10:00 AM-6:00 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316547,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3421146,SILT Summer Surf Day Camps,5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,7/10/2018,8/2/2018,"Tu, W, Th",10:00 AM-6:00 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630901,Group,Surfers In Leadership Training (SILT),Grades K-12 - Summer,,3873616,SILT Virtual Training,E9465CC7-9CC2-47A4-9337-3472B6BDA729,City Surf Project,Non-profit's leased space (not faith-based),,1633 Valencia St.,113121,415 741-9009,,,,,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3476343,Surf Field (Fiengold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,11/1/2018,11/1/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3476343,Surf Field (Fiengold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,11/1/2018,11/1/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499217,Surf Field Trip (Dragonboat),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,3/21/2019,3/21/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499217,Surf Field Trip (Dragonboat),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,3/21/2019,3/21/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3528332,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,4/11/2019,4/11/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3528332,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,4/11/2019,4/11/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3527022,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,3/14/2019,3/14/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3527022,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,3/14/2019,3/14/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3792128,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/9/2020,1/9/2020,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3792128,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/9/2020,1/9/2020,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3747561,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/24/2019,10/24/2019,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3747561,Surf Field Trip (Feingold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/24/2019,10/24/2019,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3712285,Surf Field Trip (Fernandez),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/19/2019,9/19/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3712285,Surf Field Trip (Fernandez),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/19/2019,9/19/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499380,Surf Field Trip (Fernandez),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,2/7/2019,2/7/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499380,Surf Field Trip (Fernandez),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,2/7/2019,2/7/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3420417,Surf Field Trip (Finegold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/27/2018,9/27/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3420417,Surf Field Trip (Finegold-Shaw),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/27/2018,9/27/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3538008,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,5/16/2019,5/16/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3538008,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,5/16/2019,5/16/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3476388,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/11/2018,10/11/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3476388,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/11/2018,10/11/2018,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3743620,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/3/2019,10/3/2019,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3743620,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/3/2019,10/3/2019,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3794670,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/30/2020,1/30/2020,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3794670,Surf Field Trip (Hallinan),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/30/2020,1/30/2020,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3476373,Surf Field trip (Hillard/Surf Club),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/25/2018,10/25/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3476373,Surf Field trip (Hillard/Surf Club),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,10/25/2018,10/25/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3440661,Surf Field Trip (Kimball),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/20/2018,9/20/2018,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3440661,Surf Field Trip (Kimball),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/20/2018,9/20/2018,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3535885,Surf Field Trip (Kimball),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,4/18/2019,4/18/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3535885,Surf Field Trip (Kimball),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,4/18/2019,4/18/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3774797,Surf Field Trip (Kimball),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,12/5/2019,12/5/2019,Th,12:15 PM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3774797,Surf Field Trip (Kimball),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,12/5/2019,12/5/2019,Th,12:15 PM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499367,Surf Field Trip (Mufti),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,2/14/2019,2/14/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499367,Surf Field Trip (Mufti),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,2/14/2019,2/14/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499320,Surf Field Trip (Penrose),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,2/28/2019,2/28/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3499320,Surf Field Trip (Penrose),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,2/28/2019,2/28/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3538029,Surf Field Trip (Pritchard),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,5/23/2019,5/23/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3538029,Surf Field Trip (Pritchard),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,5/23/2019,5/23/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3724210,Surf Field Trip (Pritchard),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/26/2019,9/26/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3724210,Surf Field Trip (Pritchard),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/26/2019,9/26/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3755818,Surf Field Trip (Pugao),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,11/21/2019,11/21/2019,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3755818,Surf Field Trip (Pugao),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,11/21/2019,11/21/2019,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3528375,Surf Field Trip (Safavi),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,4/25/2019,4/25/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3528375,Surf Field Trip (Safavi),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,4/25/2019,4/25/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3536052,Surf Field Trip (Safavi),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,5/9/2019,5/9/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3536052,Surf Field Trip (Safavi),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,5/9/2019,5/9/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3527068,Surf Field Trip (Shafer),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/24/2019,1/24/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3527068,Surf Field Trip (Shafer),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/24/2019,1/24/2019,Th,11:15 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3420508,Surf Field Trip (Shafer),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,8/30/2018,8/30/2018,Th,11:30 AM-3:30 PM,
107052,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2018-2019,3316548,Group,Surfing 101,Grades K-12 - Afterschool/Extended Day,,3420508,Surf Field Trip (Shafer),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,8/30/2018,8/30/2018,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3682143,Surf Field Trip (Shafer),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/5/2019,9/5/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3682143,Surf Field Trip (Shafer),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,9/5/2019,9/5/2019,Th,11:15 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3782839,Surf Field Trip (Shah),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/23/2020,1/23/2020,Th,11:30 AM-3:30 PM,
123513,City Surf Project,City Surf Project: Surfing 101 Scholastic Program,FY2019-2020,3630904,Group,Intro to Surfing Field Trips,Grades K-12 - School Day,,3782839,Surf Field Trip (Shah),5AF17718-D000-485F-A4FF-C9636DEEC102,Mission High School- Surfing 101,Public School,Mission HS," 3750 18th St, San Francisco, CA ",113124,(415)241-6240,1/23/2020,1/23/2020,Th,11:30 AM-3:30 PM,
