Activity_Name,Activity_Instance_ID,Participant_ID,Date,Attended,Minutes_Attended
Surfing 101,3384580,46857181,2/4/2019,Y,180.0
Surfing 101,3384580,46857181,2/11/2019,Y,180.0
Surfing 101,3384580,46857181,2/13/2019,Y,180.0
Surfing 101,3384580,46857181,2/15/2019,Y,300.0
Surfing 101,3384580,46857181,2/20/2019,Y,180.0
Surfing 101,3384580,46857181,2/25/2019,Y,180.0
Surfing 101,3384580,46857181,2/27/2019,Y,180.0
Surfing 101,3384580,46857181,3/4/2019,Y,180.0
Surfing 101,3384580,46857181,3/6/2019,Y,180.0
Surfing 101,3384580,46857181,3/11/2019,Y,180.0
Surfing 101,3384580,46857181,3/13/2019,Y,180.0
Surfing 101,3384580,46857181,3/18/2019,Y,180.0
Surfing 101,3384580,46857181,3/20/2019,Y,180.0
Surfing 101,3384580,46857181,3/22/2019,Y,300.0
Surfing 101,3384580,46857181,4/1/2019,Y,180.0
Surfing 101,3384580,46857181,4/3/2019,Y,180.0
Surfing 101,3384580,46857181,4/8/2019,Y,180.0
Surfing 101,3384580,46857181,4/10/2019,Y,180.0
Surfing 101,3384580,46857181,4/15/2019,Y,180.0
Surfing 101,3384580,46857181,4/17/2019,Y,180.0
Surfing 101,3384580,46857181,4/19/2019,Y,300.0
Surfing 101,3384580,46857181,4/22/2019,Y,180.0
Surfing 101,3384580,46857181,4/26/2019,Y,300.0
Surfing 101,3384580,46857181,4/29/2019,Y,180.0
Surfing 101,3384580,46857181,5/6/2019,Y,180.0
Surfing 101,3384580,46857181,5/8/2019,Y,180.0
Surfing 101,3384580,46857181,5/13/2019,Y,180.0
Surfing 101,3384580,46857181,5/15/2019,Y,180.0
Surfing 101,3384580,46857181,5/17/2019,Y,300.0
Surfing 101,3384580,46857181,5/20/2019,Y,180.0
Surfing 101,3384580,46857181,5/22/2019,Y,180.0
Surfing 101,3384580,46857181,5/24/2019,Y,300.0
Surfing 101,3384580,46857186,8/20/2018,Y,180.0
Surfing 101,3384580,46857186,8/22/2018,Y,180.0
Surfing 101,3384580,46857186,8/24/2018,Y,300.0
Surfing 101,3384580,46857186,8/27/2018,Y,180.0
Surfing 101,3384580,46857186,8/29/2018,Y,180.0
Surfing 101,3384580,46857186,9/3/2018,Y,180.0
Surfing 101,3384580,46857186,9/5/2018,Y,180.0
Surfing 101,3384580,46857186,9/10/2018,Y,180.0
Surfing 101,3384580,46857186,9/12/2018,Y,180.0
Surfing 101,3384580,46857186,9/14/2018,Y,300.0
Surfing 101,3384580,46857186,9/17/2018,Y,180.0
Surfing 101,3384580,46857186,9/19/2018,Y,180.0
Surfing 101,3384580,46857186,9/21/2018,Y,300.0
Surfing 101,3384580,46857186,9/24/2018,Y,180.0
Surfing 101,3384580,46857186,9/26/2018,Y,180.0
Surfing 101,3384580,46857186,10/3/2018,Y,180.0
Surfing 101,3384580,46857186,10/5/2018,Y,300.0
Surfing 101,3384580,46857186,10/8/2018,Y,180.0
Surfing 101,3384580,46857186,10/10/2018,Y,180.0
Surfing 101,3384580,46857186,10/15/2018,Y,180.0
Surfing 101,3384580,46857186,10/17/2018,Y,180.0
Surfing 101,3384580,46857186,10/22/2018,Y,180.0
Surfing 101,3384580,46857186,10/24/2018,Y,180.0
Surfing 101,3384580,46857186,10/29/2018,Y,180.0
Surfing 101,3384580,46857186,10/31/2018,Y,180.0
Surfing 101,3384580,46857186,11/5/2018,Y,180.0
Surfing 101,3384580,46857186,11/7/2018,Y,180.0
Surfing 101,3384580,46857186,11/12/2018,Y,180.0
Surfing 101,3384580,46857186,11/14/2018,Y,180.0
Surfing 101,3384580,46857186,11/26/2018,Y,180.0
Surfing 101,3384580,46857186,12/3/2018,Y,180.0
Surfing 101,3384580,46857186,12/10/2018,Y,180.0
Surfing 101,3384580,46857186,12/12/2018,Y,180.0
Surfing 101,3384580,46857186,1/7/2019,Y,180.0
Surfing 101,3384580,46857186,1/9/2019,Y,180.0
Surfing 101,3384580,46857186,1/14/2019,Y,180.0
Surfing 101,3384580,46857186,1/23/2019,Y,180.0
Surfing 101,3384580,46857186,1/28/2019,Y,180.0
Surfing 101,3384580,46857186,1/30/2019,Y,180.0
Surfing 101,3384580,46857186,2/4/2019,Y,180.0
Surfing 101,3384580,46857186,2/11/2019,Y,180.0
Surfing 101,3384580,46857186,2/13/2019,Y,180.0
Surfing 101,3384580,46857186,2/15/2019,Y,300.0
Surfing 101,3384580,46857186,2/22/2019,Y,300.0
Surfing 101,3384580,46857186,2/25/2019,Y,180.0
Surfing 101,3384580,46857186,2/27/2019,Y,180.0
Surfing 101,3384580,46857186,3/4/2019,Y,180.0
Surfing 101,3384580,46857186,3/6/2019,Y,180.0
Surfing 101,3384580,46857186,3/8/2019,Y,300.0
Surfing 101,3384580,46857186,3/11/2019,Y,180.0
Surfing 101,3384580,46857186,3/13/2019,Y,180.0
Surfing 101,3384580,46857186,3/15/2019,Y,300.0
Surfing 101,3384580,46857186,3/18/2019,Y,180.0
Surfing 101,3384580,46857186,4/1/2019,Y,180.0
Surfing 101,3384580,46857186,4/8/2019,Y,180.0
Surfing 101,3384580,46857186,4/10/2019,Y,180.0
Surfing 101,3384580,46857186,4/15/2019,Y,180.0
Surfing 101,3384580,46857186,4/17/2019,Y,180.0
Surfing 101,3384580,46857186,4/22/2019,Y,180.0
Surfing 101,3384580,46857186,4/29/2019,Y,180.0
Surfing 101,3384580,46857186,5/6/2019,Y,180.0
Surfing 101,3384580,46857186,5/8/2019,Y,180.0
Surfing 101,3384580,46857186,5/17/2019,Y,300.0
Surfing 101,3384580,46857186,5/20/2019,Y,180.0
Surfing 101,3384580,46857186,5/22/2019,Y,180.0
Surfing 101,3384580,46857186,5/24/2019,Y,300.0
Surfing 101,3384580,46857186,5/29/2019,Y,180.0
Surfing 101,3384580,46857740,8/27/2018,Y,180.0
Surfing 101,3384580,46857740,8/29/2018,Y,180.0
Surfing 101,3384580,46857740,8/31/2018,Y,300.0
Surfing 101,3384580,46857740,9/3/2018,Y,180.0
Surfing 101,3384580,46857740,9/5/2018,Y,180.0
Surfing 101,3384580,46857740,9/7/2018,Y,300.0
Surfing 101,3384580,46857740,9/10/2018,Y,180.0
Surfing 101,3384580,46857740,9/12/2018,Y,180.0
Surfing 101,3384580,46857740,9/17/2018,Y,180.0
Surfing 101,3384580,46857740,9/19/2018,Y,180.0
Surfing 101,3384580,46857740,9/21/2018,Y,300.0
Surfing 101,3384580,46857740,9/24/2018,Y,180.0
Surfing 101,3384580,46857740,9/26/2018,Y,180.0
Surfing 101,3384580,46857740,10/1/2018,Y,180.0
Surfing 101,3384580,46857740,10/3/2018,Y,180.0
Surfing 101,3384580,46857740,10/8/2018,Y,180.0
Surfing 101,3384580,46857740,10/10/2018,Y,180.0
Surfing 101,3384580,46857740,10/15/2018,Y,180.0
Surfing 101,3384580,46857740,10/17/2018,Y,180.0
Surfing 101,3384580,46857740,10/19/2018,Y,300.0
Surfing 101,3384580,46857740,10/22/2018,Y,180.0
Surfing 101,3384580,46857740,10/24/2018,Y,180.0
Surfing 101,3384580,46857740,10/26/2018,Y,300.0
Surfing 101,3384580,46857740,10/29/2018,Y,180.0
Surfing 101,3384580,46857740,10/31/2018,Y,180.0
Surfing 101,3384580,46857740,11/5/2018,Y,180.0
Surfing 101,3384580,46857740,11/7/2018,Y,180.0
Surfing 101,3384580,46857740,11/12/2018,Y,180.0
Surfing 101,3384580,46857740,11/14/2018,Y,180.0
Surfing 101,3384580,46857740,11/26/2018,Y,180.0
Surfing 101,3384580,46857740,11/30/2018,Y,300.0
Surfing 101,3384580,46857740,12/3/2018,Y,180.0
Surfing 101,3384580,46857740,12/7/2018,Y,300.0
Surfing 101,3384580,46857740,12/10/2018,Y,180.0
Surfing 101,3384580,46857740,12/12/2018,Y,180.0
Surfing 101,3384580,46857740,12/17/2018,Y,180.0
Surfing 101,3384580,46857740,1/7/2019,Y,180.0
Surfing 101,3384580,46857740,1/11/2019,Y,300.0
Surfing 101,3384580,46857740,1/14/2019,Y,180.0
Surfing 101,3384580,46857740,1/16/2019,Y,180.0
Surfing 101,3384580,46857740,1/23/2019,Y,180.0
Surfing 101,3384580,46857740,1/25/2019,Y,300.0
Surfing 101,3384580,46857740,1/28/2019,Y,180.0
Surfing 101,3384580,46857740,1/30/2019,Y,180.0
Surfing 101,3384580,46857740,2/4/2019,Y,180.0
Surfing 101,3384580,46857740,2/11/2019,Y,180.0
Surfing 101,3384580,46857740,2/13/2019,Y,180.0
Surfing 101,3384580,46857740,2/25/2019,Y,180.0
Surfing 101,3384580,46857740,3/4/2019,Y,180.0
Surfing 101,3384580,46857740,3/6/2019,Y,180.0
Surfing 101,3384580,46857740,3/11/2019,Y,180.0
Surfing 101,3384580,46857740,3/13/2019,Y,180.0
Surfing 101,3384580,46857740,3/18/2019,Y,180.0
Surfing 101,3384580,46857740,3/20/2019,Y,180.0
Surfing 101,3384580,46857740,4/1/2019,Y,180.0
Surfing 101,3384580,46857740,4/3/2019,Y,180.0
Surfing 101,3384580,46857740,4/8/2019,Y,180.0
Surfing 101,3384580,46857740,4/10/2019,Y,180.0
Surfing 101,3384580,46857740,4/15/2019,Y,180.0
Surfing 101,3384580,46857740,4/17/2019,Y,180.0
Surfing 101,3384580,46857740,4/22/2019,Y,180.0
Surfing 101,3384580,46857740,4/29/2019,Y,180.0
Surfing 101,3384580,46857740,5/6/2019,Y,180.0
Surfing 101,3384580,46857740,5/8/2019,Y,180.0
Surfing 101,3384580,46857740,5/13/2019,Y,180.0
Surfing 101,3384580,46857740,5/20/2019,Y,180.0
Surfing 101,3384580,46857740,5/22/2019,Y,180.0
Surfing 101,3384580,46858992,8/20/2018,Y,180.0
Surfing 101,3384580,46858992,8/22/2018,Y,180.0
Surfing 101,3384580,46858992,8/24/2018,Y,300.0
Surfing 101,3384580,46858992,8/27/2018,Y,180.0
Surfing 101,3384580,46858992,8/29/2018,Y,180.0
Surfing 101,3384580,46858992,9/3/2018,Y,180.0
Surfing 101,3384580,46858992,9/5/2018,Y,180.0
Surfing 101,3384580,46858992,9/10/2018,Y,180.0
Surfing 101,3384580,46858992,9/12/2018,Y,180.0
Surfing 101,3384580,46858992,9/17/2018,Y,180.0
Surfing 101,3384580,46858992,9/19/2018,Y,180.0
Surfing 101,3384580,46858992,9/24/2018,Y,180.0
Surfing 101,3384580,46858992,9/26/2018,Y,180.0
Surfing 101,3384580,46858992,10/1/2018,Y,180.0
Surfing 101,3384580,46858992,10/3/2018,Y,180.0
Surfing 101,3384580,46858992,10/5/2018,Y,300.0
Surfing 101,3384580,46858992,10/8/2018,Y,180.0
Surfing 101,3384580,46858992,10/10/2018,Y,180.0
Surfing 101,3384580,46858992,10/12/2018,Y,300.0
Surfing 101,3384580,46858992,10/15/2018,Y,180.0
Surfing 101,3384580,46858992,10/17/2018,Y,180.0
Surfing 101,3384580,46858992,10/22/2018,Y,180.0
Surfing 101,3384580,46858992,10/24/2018,Y,180.0
Surfing 101,3384580,46858992,10/29/2018,Y,180.0
Surfing 101,3384580,46858992,10/31/2018,Y,180.0
Surfing 101,3384580,46858992,11/5/2018,Y,180.0
Surfing 101,3384580,46858992,11/7/2018,Y,180.0
Surfing 101,3384580,46858992,11/12/2018,Y,180.0
Surfing 101,3384580,46858992,11/14/2018,Y,180.0
Surfing 101,3384580,46858992,11/26/2018,Y,180.0
Surfing 101,3384580,46858992,12/3/2018,Y,180.0
Surfing 101,3384580,46858992,12/10/2018,Y,180.0
Surfing 101,3384580,46858992,12/12/2018,Y,180.0
Surfing 101,3384580,46858992,1/7/2019,Y,180.0
Surfing 101,3384580,46858992,1/9/2019,Y,180.0
Surfing 101,3384580,46858992,1/14/2019,Y,180.0
Surfing 101,3384580,46858992,1/23/2019,Y,180.0
Surfing 101,3384580,46858992,1/28/2019,Y,180.0
Surfing 101,3384580,46858992,1/30/2019,Y,180.0
Surfing 101,3384580,46858992,2/4/2019,Y,180.0
Surfing 101,3384580,46858992,2/11/2019,Y,180.0
Surfing 101,3384580,46858992,2/13/2019,Y,180.0
Surfing 101,3384580,46858992,2/25/2019,Y,180.0
Surfing 101,3384580,46858992,3/4/2019,Y,180.0
Surfing 101,3384580,46858992,3/6/2019,Y,180.0
Surfing 101,3384580,46858992,3/11/2019,Y,180.0
Surfing 101,3384580,46858992,3/13/2019,Y,180.0
Surfing 101,3384580,46858992,3/18/2019,Y,180.0
Surfing 101,3384580,46858992,4/8/2019,Y,180.0
Surfing 101,3384580,46858992,4/10/2019,Y,180.0
Surfing 101,3384580,46858992,4/15/2019,Y,180.0
Surfing 101,3384580,46858992,4/22/2019,Y,180.0
Surfing 101,3384580,46858992,4/29/2019,Y,180.0
Surfing 101,3384580,46858992,5/6/2019,Y,180.0
Surfing 101,3384580,46858992,5/8/2019,Y,180.0
Surfing 101,3384580,46858992,5/13/2019,Y,180.0
Surfing 101,3384580,46858992,5/20/2019,Y,180.0
Surfing 101,3384580,46858992,5/22/2019,Y,180.0
Surfing 101,3384580,46861904,8/20/2018,Y,180.0
Surfing 101,3384580,46861904,8/22/2018,Y,180.0
Surfing 101,3384580,46861904,8/24/2018,Y,300.0
Surfing 101,3384580,46861904,8/27/2018,Y,180.0
Surfing 101,3384580,46861904,8/29/2018,Y,180.0
Surfing 101,3384580,46861904,9/3/2018,Y,180.0
Surfing 101,3384580,46861904,9/5/2018,Y,180.0
Surfing 101,3384580,46861904,9/10/2018,Y,180.0
Surfing 101,3384580,46861904,9/12/2018,Y,180.0
Surfing 101,3384580,46861904,9/17/2018,Y,180.0
Surfing 101,3384580,46861904,9/19/2018,Y,180.0
Surfing 101,3384580,46861904,9/21/2018,Y,300.0
Surfing 101,3384580,46861904,9/24/2018,Y,180.0
Surfing 101,3384580,46861904,9/26/2018,Y,180.0
Surfing 101,3384580,46861904,10/1/2018,Y,180.0
Surfing 101,3384580,46861904,10/3/2018,Y,180.0
Surfing 101,3384580,46861904,10/5/2018,Y,300.0
Surfing 101,3384580,46861904,10/8/2018,Y,180.0
Surfing 101,3384580,46861904,10/10/2018,Y,180.0
Surfing 101,3384580,46861904,10/12/2018,Y,300.0
Surfing 101,3384580,46861904,10/15/2018,Y,180.0
Surfing 101,3384580,46861904,10/17/2018,Y,180.0
Surfing 101,3384580,46861904,10/24/2018,Y,180.0
Surfing 101,3384580,46861904,10/29/2018,Y,180.0
Surfing 101,3384580,46861904,10/31/2018,Y,180.0
Surfing 101,3384580,46861904,11/5/2018,Y,180.0
Surfing 101,3384580,46861904,11/7/2018,Y,180.0
Surfing 101,3384580,46861904,11/12/2018,Y,180.0
Surfing 101,3384580,46861904,11/14/2018,Y,180.0
Surfing 101,3384580,46861904,11/26/2018,Y,180.0
Surfing 101,3384580,46861904,12/3/2018,Y,180.0
Surfing 101,3384580,46861904,12/5/2018,Y,180.0
Surfing 101,3384580,46861904,12/10/2018,Y,180.0
Surfing 101,3384580,46861904,12/12/2018,Y,180.0
Surfing 101,3384580,46861904,1/7/2019,Y,180.0
Surfing 101,3384580,46861904,1/9/2019,Y,180.0
Surfing 101,3384580,46861904,1/14/2019,Y,180.0
Surfing 101,3384580,46861904,1/18/2019,Y,300.0
Surfing 101,3384580,46861904,1/23/2019,Y,180.0
Surfing 101,3384580,46861904,1/28/2019,Y,180.0
Surfing 101,3384580,46861904,1/30/2019,Y,180.0
Surfing 101,3384580,46861904,2/4/2019,Y,180.0
Surfing 101,3384580,46861904,2/11/2019,Y,180.0
Surfing 101,3384580,46861904,3/4/2019,Y,180.0
Surfing 101,3384580,46861904,3/6/2019,Y,180.0
Surfing 101,3384580,46861904,3/11/2019,Y,180.0
Surfing 101,3384580,46861904,3/15/2019,Y,300.0
Surfing 101,3384580,46861904,3/18/2019,Y,180.0
Surfing 101,3384580,46861904,4/1/2019,Y,180.0
Surfing 101,3384580,46861904,4/3/2019,Y,180.0
Surfing 101,3384580,46861904,4/8/2019,Y,180.0
Surfing 101,3384580,46861904,4/10/2019,Y,180.0
Surfing 101,3384580,46861904,4/15/2019,Y,180.0
Surfing 101,3384580,46861904,4/17/2019,Y,180.0
Surfing 101,3384580,46861904,4/22/2019,Y,180.0
Surfing 101,3384580,46861904,4/29/2019,Y,180.0
Surfing 101,3384580,46861904,5/6/2019,Y,180.0
Surfing 101,3384580,46861904,5/8/2019,Y,180.0
Surfing 101,3384580,46861904,5/13/2019,Y,180.0
Surfing 101,3384580,46861904,5/20/2019,Y,180.0
Surfing 101,3384580,46861904,5/22/2019,Y,180.0
Surfing 101,3384580,46862430,8/20/2018,Y,180.0
Surfing 101,3384580,46862430,8/22/2018,Y,180.0
Surfing 101,3384580,46862430,8/24/2018,Y,300.0
Surfing 101,3384580,46862430,8/27/2018,Y,180.0
Surfing 101,3384580,46862430,8/29/2018,Y,180.0
Surfing 101,3384580,46862430,9/3/2018,Y,180.0
Surfing 101,3384580,46862430,9/5/2018,Y,180.0
Surfing 101,3384580,46862430,9/10/2018,Y,180.0
Surfing 101,3384580,46862430,9/12/2018,Y,180.0
Surfing 101,3384580,46862430,9/14/2018,Y,300.0
Surfing 101,3384580,46862430,9/17/2018,Y,180.0
Surfing 101,3384580,46862430,9/19/2018,Y,180.0
Surfing 101,3384580,46862430,9/24/2018,Y,180.0
Surfing 101,3384580,46862430,9/26/2018,Y,180.0
Surfing 101,3384580,46862430,9/28/2018,Y,300.0
Surfing 101,3384580,46862430,10/1/2018,Y,180.0
Surfing 101,3384580,46862430,10/3/2018,Y,180.0
Surfing 101,3384580,46862430,10/8/2018,Y,180.0
Surfing 101,3384580,46862430,10/10/2018,Y,180.0
Surfing 101,3384580,46862430,10/15/2018,Y,180.0
Surfing 101,3384580,46862430,10/17/2018,Y,180.0
Surfing 101,3384580,46862430,10/22/2018,Y,180.0
Surfing 101,3384580,46862430,10/29/2018,Y,180.0
Surfing 101,3384580,46862430,11/5/2018,Y,180.0
Surfing 101,3384580,46862430,11/9/2018,Y,300.0
Surfing 101,3384580,46862430,11/12/2018,Y,180.0
Surfing 101,3384580,46862430,11/14/2018,Y,180.0
Surfing 101,3384580,46862430,11/26/2018,Y,180.0
Surfing 101,3384580,46862430,11/30/2018,Y,300.0
Surfing 101,3384580,46862430,12/3/2018,Y,180.0
Surfing 101,3384580,46862430,12/5/2018,Y,180.0
Surfing 101,3384580,46862430,12/7/2018,Y,300.0
Surfing 101,3384580,46862430,12/10/2018,Y,180.0
Surfing 101,3384580,46862430,12/12/2018,Y,180.0
Surfing 101,3384580,46862430,1/7/2019,Y,180.0
Surfing 101,3384580,46862430,1/14/2019,Y,180.0
Surfing 101,3384580,46862430,1/18/2019,Y,300.0
Surfing 101,3384580,46862430,1/28/2019,Y,180.0
Surfing 101,3384580,46862430,1/30/2019,Y,180.0
Surfing 101,3384580,46862430,2/4/2019,Y,180.0
Surfing 101,3384580,46862430,2/11/2019,Y,180.0
Surfing 101,3384580,46862430,2/25/2019,Y,180.0
Surfing 101,3384580,46863022,8/20/2018,Y,180.0
Surfing 101,3384580,46863022,8/22/2018,Y,180.0
Surfing 101,3384580,46863022,8/27/2018,Y,180.0
Surfing 101,3384580,46863022,8/29/2018,Y,180.0
Surfing 101,3384580,46863022,8/31/2018,Y,300.0
Surfing 101,3384580,46863022,9/3/2018,Y,180.0
Surfing 101,3384580,46863022,9/5/2018,Y,180.0
Surfing 101,3384580,46863022,9/10/2018,Y,180.0
Surfing 101,3384580,46863022,9/12/2018,Y,180.0
Surfing 101,3384580,46863022,9/14/2018,Y,300.0
Surfing 101,3384580,46863022,9/17/2018,Y,180.0
Surfing 101,3384580,46863022,9/19/2018,Y,180.0
Surfing 101,3384580,46863022,9/24/2018,Y,180.0
Surfing 101,3384580,46863022,9/26/2018,Y,180.0
Surfing 101,3384580,46863022,9/28/2018,Y,300.0
Surfing 101,3384580,46863022,10/1/2018,Y,180.0
Surfing 101,3384580,46863022,10/3/2018,Y,180.0
Surfing 101,3384580,46863022,10/8/2018,Y,180.0
Surfing 101,3384580,46863022,10/10/2018,Y,180.0
Surfing 101,3384580,46863022,10/15/2018,Y,180.0
Surfing 101,3384580,46863022,10/17/2018,Y,180.0
Surfing 101,3384580,46863022,10/22/2018,Y,180.0
Surfing 101,3384580,46863022,10/24/2018,Y,180.0
Surfing 101,3384580,46863022,10/26/2018,Y,300.0
Surfing 101,3384580,46863022,10/29/2018,Y,180.0
Surfing 101,3384580,46863022,10/31/2018,Y,180.0
Surfing 101,3384580,46863022,11/5/2018,Y,180.0
Surfing 101,3384580,46863022,11/7/2018,Y,180.0
Surfing 101,3384580,46863022,11/12/2018,Y,180.0
Surfing 101,3384580,46863022,11/14/2018,Y,180.0
Surfing 101,3384580,46863022,11/26/2018,Y,180.0
Surfing 101,3384580,46863022,11/28/2018,Y,180.0
Surfing 101,3384580,46863022,12/3/2018,Y,180.0
Surfing 101,3384580,46863022,12/7/2018,Y,300.0
Surfing 101,3384580,46863022,12/10/2018,Y,180.0
Surfing 101,3384580,46863022,12/12/2018,Y,180.0
Surfing 101,3384580,46863022,1/7/2019,Y,180.0
Surfing 101,3384580,46863022,1/9/2019,Y,180.0
Surfing 101,3384580,46863022,1/14/2019,Y,180.0
Surfing 101,3384580,46863022,1/16/2019,Y,180.0
Surfing 101,3384580,46863022,1/23/2019,Y,180.0
Surfing 101,3384580,46863022,1/28/2019,Y,180.0
Surfing 101,3384580,46863022,1/30/2019,Y,180.0
Surfing 101,3384580,46863022,2/1/2019,Y,300.0
Surfing 101,3384580,46863022,2/4/2019,Y,180.0
Surfing 101,3384580,46863022,2/11/2019,Y,180.0
Surfing 101,3384580,46863022,2/13/2019,Y,180.0
Surfing 101,3384580,46863022,2/20/2019,Y,180.0
Surfing 101,3384580,46863022,2/25/2019,Y,180.0
Surfing 101,3384580,46863022,2/27/2019,Y,180.0
Surfing 101,3384580,46863022,3/4/2019,Y,180.0
Surfing 101,3384580,46863022,3/11/2019,Y,180.0
Surfing 101,3384580,46863022,3/18/2019,Y,180.0
Surfing 101,3384580,46863022,4/8/2019,Y,180.0
Surfing 101,3384580,46863022,4/15/2019,Y,180.0
Surfing 101,3384580,46863022,4/17/2019,Y,180.0
Surfing 101,3384580,46863022,4/19/2019,Y,300.0
Surfing 101,3384580,46863022,4/22/2019,Y,180.0
Surfing 101,3384580,46863022,4/29/2019,Y,180.0
Surfing 101,3384580,46863022,5/6/2019,Y,180.0
Surfing 101,3384580,46863022,5/8/2019,Y,180.0
Surfing 101,3384580,46863022,5/10/2019,Y,300.0
Surfing 101,3384580,46863022,5/13/2019,Y,180.0
Surfing 101,3384580,46863022,5/20/2019,Y,180.0
Surfing 101,3384580,46863022,5/22/2019,Y,180.0
Surfing 101,3384580,46863022,5/24/2019,Y,300.0
Surfing 101,3384580,46863077,9/3/2018,Y,180.0
Surfing 101,3384580,46863077,9/5/2018,Y,180.0
Surfing 101,3384580,46863077,9/10/2018,Y,180.0
Surfing 101,3384580,46863077,9/12/2018,Y,180.0
Surfing 101,3384580,46863077,9/17/2018,Y,180.0
Surfing 101,3384580,46863077,9/19/2018,Y,180.0
Surfing 101,3384580,46863077,9/24/2018,Y,180.0
Surfing 101,3384580,46863077,9/26/2018,Y,180.0
Surfing 101,3384580,46863077,10/1/2018,Y,180.0
Surfing 101,3384580,46863077,10/3/2018,Y,180.0
Surfing 101,3384580,46863077,10/8/2018,Y,180.0
Surfing 101,3384580,46863077,10/10/2018,Y,180.0
Surfing 101,3384580,46863077,10/15/2018,Y,180.0
Surfing 101,3384580,46863077,10/17/2018,Y,180.0
Surfing 101,3384580,46863077,10/22/2018,Y,180.0
Surfing 101,3384580,46863077,10/24/2018,Y,180.0
Surfing 101,3384580,46863077,10/29/2018,Y,180.0
Surfing 101,3384580,46863077,10/31/2018,Y,180.0
Surfing 101,3384580,46863077,11/5/2018,Y,180.0
Surfing 101,3384580,46863077,11/7/2018,Y,180.0
Surfing 101,3384580,46863077,11/12/2018,Y,180.0
Surfing 101,3384580,46863077,11/14/2018,Y,180.0
Surfing 101,3384580,46863077,11/26/2018,Y,180.0
Surfing 101,3384580,46863077,11/28/2018,Y,180.0
Surfing 101,3384580,46863077,12/3/2018,Y,180.0
Surfing 101,3384580,46863077,12/10/2018,Y,180.0
Surfing 101,3384580,46863077,12/12/2018,Y,180.0
Surfing 101,3384580,46863077,1/7/2019,Y,180.0
Surfing 101,3384580,46863077,1/9/2019,Y,180.0
Surfing 101,3384580,46863077,1/14/2019,Y,180.0
Surfing 101,3384580,46863077,1/16/2019,Y,180.0
Surfing 101,3384580,46863077,1/28/2019,Y,180.0
Surfing 101,3384580,46863077,1/30/2019,Y,180.0
Surfing 101,3384580,46863077,2/4/2019,Y,180.0
Surfing 101,3384580,46863077,2/11/2019,Y,180.0
Surfing 101,3384580,46863077,3/11/2019,Y,180.0
Surfing 101,3384580,46863077,3/13/2019,Y,180.0
Surfing 101,3384580,46863077,3/20/2019,Y,180.0
Surfing 101,3384580,46863077,4/1/2019,Y,180.0
Surfing 101,3384580,46863077,4/3/2019,Y,180.0
Surfing 101,3384580,46863077,4/8/2019,Y,180.0
Surfing 101,3384580,46863077,4/15/2019,Y,180.0
Surfing 101,3384580,46863077,4/17/2019,Y,180.0
Surfing 101,3384580,46863077,4/22/2019,Y,180.0
Surfing 101,3384580,46863077,5/8/2019,Y,180.0
Surfing 101,3384580,46863077,5/13/2019,Y,180.0
Surfing 101,3384580,46863077,5/15/2019,Y,180.0
Surfing 101,3384580,46863077,5/22/2019,Y,180.0
Surfing 101,3384580,46863147,8/20/2018,Y,180.0
Surfing 101,3384580,46863147,8/22/2018,Y,180.0
Surfing 101,3384580,46863147,8/24/2018,Y,300.0
Surfing 101,3384580,46863147,8/27/2018,Y,180.0
Surfing 101,3384580,46863147,8/29/2018,Y,180.0
Surfing 101,3384580,46863147,9/3/2018,Y,180.0
Surfing 101,3384580,46863147,9/5/2018,Y,180.0
Surfing 101,3384580,46863147,9/7/2018,Y,300.0
Surfing 101,3384580,46863147,9/10/2018,Y,180.0
Surfing 101,3384580,46863147,9/12/2018,Y,180.0
Surfing 101,3384580,46863147,9/17/2018,Y,180.0
Surfing 101,3384580,46863147,9/19/2018,Y,180.0
Surfing 101,3384580,46863147,9/21/2018,Y,300.0
Surfing 101,3384580,46863147,9/24/2018,Y,180.0
Surfing 101,3384580,46863147,9/26/2018,Y,180.0
Surfing 101,3384580,46863147,10/1/2018,Y,180.0
Surfing 101,3384580,46863147,10/3/2018,Y,180.0
Surfing 101,3384580,46863147,10/5/2018,Y,300.0
Surfing 101,3384580,46863147,10/8/2018,Y,180.0
Surfing 101,3384580,46863147,10/10/2018,Y,180.0
Surfing 101,3384580,46863147,10/12/2018,Y,300.0
Surfing 101,3384580,46863147,10/17/2018,Y,180.0
Surfing 101,3384580,46863147,10/19/2018,Y,300.0
Surfing 101,3384580,46863147,10/22/2018,Y,180.0
Surfing 101,3384580,46863147,10/24/2018,Y,180.0
Surfing 101,3384580,46863147,10/29/2018,Y,180.0
Surfing 101,3384580,46863147,10/31/2018,Y,180.0
Surfing 101,3384580,46863147,11/5/2018,Y,180.0
Surfing 101,3384580,46863147,11/7/2018,Y,180.0
Surfing 101,3384580,46863147,11/12/2018,Y,180.0
Surfing 101,3384580,46863147,11/14/2018,Y,180.0
Surfing 101,3384580,46863147,11/26/2018,Y,180.0
Surfing 101,3384580,46863147,11/28/2018,Y,180.0
Surfing 101,3384580,46863147,12/3/2018,Y,180.0
Surfing 101,3384580,46863147,12/5/2018,Y,180.0
Surfing 101,3384580,46863147,12/10/2018,Y,180.0
Surfing 101,3384580,46863147,12/12/2018,Y,180.0
Surfing 101,3384580,46863147,1/7/2019,Y,180.0
Surfing 101,3384580,46863147,1/9/2019,Y,180.0
Surfing 101,3384580,46863147,1/14/2019,Y,180.0
